Approved symbol	Approved name	Synonyms
RIPOR3	RIPOR family member 3	dJ530I15.2, dJ530I15.3
RIPPLY1	ripply transcriptional repressor 1	
RIPPLY2	ripply transcriptional repressor 2	dJ237I15.1
RIPPLY3	ripply transcriptional repressor 3	
RIT1	Ras like without CAAX 1	RIBB, ROC1, MGC125864, MGC125865
RIT2	Ras like without CAAX 2	RIBA
RITA1	RBPJ interacting and tubulin associated 1	FLJ14827, RITA
RLBP1	retinaldehyde binding protein 1	CRALBP
RLF	rearranged L-myc fusion	ZNF292L, Zn-15L
RLIM	ring finger protein, LIM domain interacting	NY-REN-43, MGC15161
RLN1	relaxin 1	H1
RLN2	relaxin 2	H2, RLXH2, bA12D24.1.1, bA12D24.1.2
RLN3	relaxin 3	ZINS4, RXN3, H3
RMC1	regulator of MON1-CCZ1	MIC1, HsT2591
RMDN1	regulator of microtubule dynamics 1	CGI-90, FLJ20665, RMD1
RMDN2	regulator of microtubule dynamics 2	FLJ32954, RMD2
RMDN3	regulator of microtubule dynamics 3	FLJ10579, PTPIP51, RMD3
RMI1	RecQ mediated genome instability 1	FLJ12888, BLAP75
RMI2	RecQ mediated genome instability 2	MGC24665, BLAP18
RMND1	required for meiotic nuclear division 1 homolog	bA351K16.3, FLJ20627, RMD1
RMND5A	required for meiotic nuclear division 5 homolog A	FLJ13910, RMD5, GID2, GID2A, p44CTLH
RMND5B	required for meiotic nuclear division 5 homolog B	FLJ22318, GID2, GID2B
RNASE1	ribonuclease A family member 1, pancreatic	RAC1
RNASE2	ribonuclease A family member 2	EDN, RAF3
RNASE3	ribonuclease A family member 3	ECP, RAF1
RNASE4	ribonuclease A family member 4	RAB1
RNASE6	ribonuclease A family member k6	RAD1, RNaseK6
RNASE7	ribonuclease A family member 7	RAE1
RNASE8	ribonuclease A family member 8	RAE2
RNASE9	ribonuclease A family member 9 (inactive)	h461, RAK1
RNASE10	ribonuclease A family member 10 (inactive)	RNASE9, RAH1
RNASE11	ribonuclease A family member 11 (inactive)	RAJ1
RNASE12	ribonuclease A family member 12 (inactive)	RAI1
RNASE13	ribonuclease A family member 13 (inactive)	RAL1
RNASEH1	ribonuclease H1	
RNASEH2A	ribonuclease H2 subunit A	RNASEHI, RNHIA, RNHL, AGS4
RNASEH2B	ribonuclease H2 subunit B	FLJ11712
RNASEH2C	ribonuclease H2 subunit C	AYP1, AGS3
RNASEK	ribonuclease K	MGC71993
RNASEL	ribonuclease L	
RNASET2	ribonuclease T2	RNASE6PL, FLJ10907, bA514O12.3
RND1	Rho family GTPase 1	Rho6, ARHS, RHOS
RND2	Rho family GTPase 2	Rho7, RhoN
RND3	Rho family GTPase 3	RhoE, Rho8
RNF2	ring finger protein 2	BAP-1, BAP1, DING, HIPI3, RING1B, RING2
RNF4	ring finger protein 4	RES4-26, SNURF, SLX5
RNF5	ring finger protein 5	NG2, G16, RING5, RMA1
RNF6	ring finger protein 6	DKFZp686P0776
RNF7	ring finger protein 7	SAG, ROC2, CKBBP1
RNF8	ring finger protein 8	KIAA0646
RNF10	ring finger protein 10	KIAA0262, RIE2
RNF11	ring finger protein 11	CGI-123, Sid1669p, MGC51169
RNF13	ring finger protein 13	RZF
RNF14	ring finger protein 14	ARA54, HFB30, TRIAD2
RNF17	ring finger protein 17	Mmip-2, SPATA23, FLJ11045
RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	dorfin, DKFZp566B1346
RNF19B	ring finger protein 19B	FLJ90005
RNF20	ring finger protein 20	FLJ20382, FLJ11189, KAIA2779, BRE1A, hBRE1, BRE1
RNF24	ring finger protein 24	G1L
RNF25	ring finger protein 25	AO7, FLJ13906
RNF26	ring finger protein 26	MGC2642
RNF31	ring finger protein 31	ZIBRA, FLJ10111, FLJ23501, HOIP, Paul
RNF32	ring finger protein 32	FKSG33, HSD15, LMBR2
RNF34	ring finger protein 34	RIFF, FLJ21786, RIF
RNF38	ring finger protein 38	
RNF39	ring finger protein 39	HZFw1, LIRF
RNF40	ring finger protein 40	KIAA0661, RBP95, BRE1B, STARING
RNF41	ring finger protein 41	SBBI03, NRDP1
RNF43	ring finger protein 43	FLJ20315, DKFZp781H0392, URCC
RNF44	ring finger protein 44	KIAA1100
RNF103	ring finger protein 103	hkf-1, KF1
RNF111	ring finger protein 111	ARK, Arkadia, FLJ38008, DKFZP761D081
RNF112	ring finger protein 112	BFP
RNF113A	ring finger protein 113A	RNF113, Cwc24
RNF113B	ring finger protein 113B	RNF161
RNF114	ring finger protein 114	PSORS12
RNF115	ring finger protein 115	CL469780
RNF121	ring finger protein 121	FLJ11099
RNF122	ring finger protein 122	FLJ12526
RNF123	ring finger protein 123	FLJ12565, KPC1
RNF125	ring finger protein 125	FLJ20456
RNF126	ring finger protein 126	FLJ20552
RNF128	ring finger protein 128	FLJ23516, GRAIL
RNF130	ring finger protein 130	GP, G1RZFP, GOLIATH
RNF133	ring finger protein 133	
RNF135	ring finger protein 135	MGC13061
RNF138	ring finger protein 138	STRIN, NARF
RNF139	ring finger protein 139	TRC8, RCA1, HRCA1
RNF141	ring finger protein 141	ZFP26, ZNF230
RNF144A	ring finger protein 144A	UBCE7IP4, KIAA0161, hUIP4
RNF144B	ring finger protein 144B	bA528A10.3, P53RFP
RNF145	ring finger protein 145	FLJ31951
RNF146	ring finger protein 146	DKFZp434O1427, dactylidin, dJ351K20.1
RNF148	ring finger protein 148	MGC35222
RNF149	ring finger protein 149	FLJ90504
RNF150	ring finger protein 150	KIAA1214
RNF151	ring finger protein 151	
RNF152	ring finger protein 152	FLJ39176
RNF157	ring finger protein 157	KIAA1917
RNF165	ring finger protein 165	ARKL2, RNF111L2, Ark2C
RNF166	ring finger protein 166	MGC2647, MGC14381
RNF167	ring finger protein 167	DKFZP566H073
RNF168	ring finger protein 168	FLJ35794
RNF169	ring finger protein 169	KIAA1991
RNF170	ring finger protein 170	DKFZP564A022, ADSA
RNF175	ring finger protein 175	FLJ34190
RNF180	ring finger protein 180	
RNF181	ring finger protein 181	HSPC238
RNF182	ring finger protein 182	MGC33993
RNF183	ring finger protein 183	MGC4734
RNF185	ring finger protein 185	FLJ38628
RNF186	ring finger protein 186	FLJ20225
RNF187	ring finger protein 187	RACO1, RACO-1
RNF207	ring finger protein 207	FLJ46380, FLJ32096
RNF208	ring finger protein 208	DKFZP761H1710
RNF212	ring finger protein 212	FLJ38841
RNF212B	ring finger protein 212B	
RNF213	ring finger protein 213	KIAA1554, NET57, ALO17
RNF214	ring finger protein 214	DKFZp547C195
RNF215	ring finger protein 215	
RNF216	ring finger protein 216	TRIAD3, UBCE7IP1, ZIN
RNF217	ring finger protein 217	MGC26996, dJ84N20.1
RNF220	ring finger protein 220	FLJ10597
RNF222	ring finger protein 222	
RNF223	ring finger protein 223	
RNF224	ring finger protein 224	
RNF225	ring finger protein 225	
RNF227	ring finger protein 227	
RNFT1	ring finger protein, transmembrane 1	PTD016
RNFT2	ring finger protein, transmembrane 2	FLJ14627
RNGTT	RNA guanylyltransferase and 5'-phosphatase	HCE, HCE1, hCAP
RNH1	ribonuclease/angiogenin inhibitor 1	RAI
RNLS	renalase, FAD dependent amine oxidase	FLJ11218, renalase
RNMT	RNA guanine-7 methyltransferase	RG7MT1
RNPC3	RNA binding region (RNP1, RRM) containing 3	KIAA1839, FLJ20008, RBM40, SNRNP65
RNPEP	arginyl aminopeptidase	APB
RNPEPL1	arginyl aminopeptidase like 1	
RNPS1	RNA binding protein with serine rich domain 1	
RO60	Ro60, Y RNA binding protein	Ro60
ROBO1	roundabout guidance receptor 1	DUTT1, FLJ21882, SAX3
ROBO2	roundabout guidance receptor 2	KIAA1568
ROBO3	roundabout guidance receptor 3	RBIG1, FLJ21044, HGPS
ROBO4	roundabout guidance receptor 4	FLJ20798, MRB, ECSM4
ROCK1	Rho associated coiled-coil containing protein kinase 1	p160ROCK
ROCK2	Rho associated coiled-coil containing protein kinase 2	
ROGDI	rogdi atypical leucine zipper	FLJ22386
ROM1	retinal outer segment membrane protein 1	TSPAN23, ROM
ROMO1	reactive oxygen species modulator 1	bA353C18.2, MTGMP
ROPN1	rhophilin associated tail protein 1	ODF6, ropporin, ROPN1A, CT91
ROPN1B	rhophilin associated tail protein 1B	
ROPN1L	rhophilin associated tail protein 1 like	ASP, FLJ25776, RSPH11
ROR1	receptor tyrosine kinase like orphan receptor 1	
ROR2	receptor tyrosine kinase like orphan receptor 2	
RORA	RAR related orphan receptor A	RZRA, ROR1, ROR2, ROR3, NR1F1
RORB	RAR related orphan receptor B	RZRB, NR1F2, ROR-BETA
RORC	RAR related orphan receptor C	RZRG, RORG, NR1F3, TOR
ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	MCF3, ROS, c-ros-1
RP1	RP1 axonemal microtubule associated	DCDC4A, ORP1
RP1L1	RP1 like 1	DCDC4B
RP2	RP2 activator of ARL3 GTPase	TBCCD2, NME10, NM23-H10
RP9	RP9 pre-mRNA splicing factor	PAP-1
RPA1	replication protein A1	REPA1, RPA70, HSSB, RF-A, RP-A
RPA2	replication protein A2	
RPA3	replication protein A3	REPA3
RPA4	replication protein A4	HSU24186
RPAIN	RPA interacting protein	MGC4189, RIP, hRIP
RPAP1	RNA polymerase II associated protein 1	DKFZP727M111, KIAA1403, MGC858, FLJ12732
RPAP2	RNA polymerase II associated protein 2	FLJ13150, Rtr1
RPAP3	RNA polymerase II associated protein 3	FLJ21908, spag, hSpagh, Tah1
RPE	ribulose-5-phosphate-3-epimerase	
RPE65	retinoid isomerohydrolase RPE65	LCA2, rd12, BCO3
RPEL1	ribulose-5-phosphate-3-epimerase like 1	
RPF1	ribosome production factor 1 homolog	
RPF2	ribosome production factor 2 homolog	FLJ21087, bA397G5.4
RPGR	retinitis pigmentosa GTPase regulator	CORDX1
RPGRIP1	RPGR interacting protein 1	RGI1, LCA6, CORD13
RPGRIP1L	RPGRIP1 like	KIAA1005, CORS3, JBTS7, MKS5, NPHP8, FTM, PPP1R134
RPH3A	rabphilin 3A	KIAA0985, rabphilin, exophilin-1
RPH3AL	rabphilin 3A like (without C2 domains)	Noc2
RPIA	ribose 5-phosphate isomerase A	
RPL3	ribosomal protein L3	L3
RPL3L	ribosomal protein L3 like	
RPL4	ribosomal protein L4	L4
RPL5	ribosomal protein L5	L5, PPP1R135, uL18
RPL6	ribosomal protein L6	TAXREB107, L6
RPL7	ribosomal protein L7	humL7-1, L7
RPL7A	ribosomal protein L7a	SURF3, TRUP, L7A
RPL7L1	ribosomal protein L7 like 1	dJ475N16.4
RPL8	ribosomal protein L8	L8
RPL9	ribosomal protein L9	L9
RPL10	ribosomal protein L10	NOV, QM, DXS648E, DXS648, FLJ23544, L10
RPL10A	ribosomal protein L10a	Csa-19, L10A
RPL10L	ribosomal protein L10 like	
RPL11	ribosomal protein L11	L11, uL5
RPL12	ribosomal protein L12	L12
RPL13	ribosomal protein L13	D16S444E, BBC1, L13
RPL13A	ribosomal protein L13a	L13A
RPL14	ribosomal protein L14	L14, hRL14, RL14, CTG-B33
RPL15	ribosomal protein L15	RPL10, RPLY10, RPYL10, EC45, L15
RPL17	ribosomal protein L17	rpL23, L17
RPL18	ribosomal protein L18	L18
RPL18A	ribosomal protein L18a	L18A
RPL19	ribosomal protein L19	FLJ27452, MGC71997, DKFZp779D216, L19
RPL21	ribosomal protein L21	L21, FLJ27458, MGC71252, MGC104274, MGC104275, DKFZp686C06101
RPL22	ribosomal protein L22	EAP, L22
RPL22L1	ribosomal protein L22 like 1	
RPL23	ribosomal protein L23	rpL17, L23
RPL23A	ribosomal protein L23a	L23A
RPL24	ribosomal protein L24	L24
RPL26	ribosomal protein L26	L26
RPL26L1	ribosomal protein L26 like 1	
RPL27	ribosomal protein L27	L27
RPL27A	ribosomal protein L27a	L27A
RPL28	ribosomal protein L28	FLJ43307, L28
RPL29	ribosomal protein L29	HIP, HUMRPL29, L29
RPL30	ribosomal protein L30	L30
RPL31	ribosomal protein L31	L31
RPL32	ribosomal protein L32	L32
RPL34	ribosomal protein L34	L34
RPL35	ribosomal protein L35	L35
RPL35A	ribosomal protein L35a	L35A, eL33, GIG33
RPL36	ribosomal protein L36	DKFZp566B023, L36
RPL36A	ribosomal protein L36a	L36A
RPL36AL	ribosomal protein L36a like	
RPL37	ribosomal protein L37	L37
RPL37A	ribosomal protein L37a	L37A
RPL38	ribosomal protein L38	L38
RPL39	ribosomal protein L39	L39
RPL39L	ribosomal protein L39 like	
RPL41	ribosomal protein L41	L41
RPLP0	ribosomal protein lateral stalk subunit P0	PRLP0, P0, L10E, RPP0, LP0
RPLP1	ribosomal protein lateral stalk subunit P1	LP1
RPLP2	ribosomal protein lateral stalk subunit P2	P2, RPP2, MGC71408, LP2
RPN1	ribophorin I	OST1
RPN2	ribophorin II	SWP1, RPNII, RIBIIR, RPN-II
RPP14	ribonuclease P/MRP subunit p14	P14
RPP21	ribonuclease P/MRP subunit p21	FLJ22638, Em:AB014085.3
RPP25	ribonuclease P and MRP subunit p25	FLJ20374
RPP25L	ribonuclease P/MRP subunit p25 like	bA296L22.5, MGC29635
RPP30	ribonuclease P/MRP subunit p30	TSG15
RPP38	ribonuclease P/MRP subunit p38	
RPP40	ribonuclease P/MRP subunit p40	bA428J1.3
RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	P15RS, FLJ10656, HsT3101
RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	dJ1057B20.2, DKFZp434P0735, CREPT, FLJ44520, NET60, Kub5-Hera, K-H
RPRD2	regulation of nuclear pre-mRNA domain containing 2	FLJ32145, HSPC099
RPRM	reprimo, TP53 dependent G2 arrest mediator homolog	FLJ90327, REPRIMO
RPRML	reprimo like	MGC43894
RPS2	ribosomal protein S2	LLREP3, S2
RPS3	ribosomal protein S3	FLJ26283, FLJ27450, MGC87870, S3
RPS3A	ribosomal protein S3A	S3A
RPS4X	ribosomal protein S4 X-linked	DXS306, CCG2, SCAR, SCR10, FLJ40595, RPS4, S4
RPS4Y1	ribosomal protein S4 Y-linked 1	MGC5070, MGC119100, S4
RPS4Y2	ribosomal protein S4 Y-linked 2	
RPS5	ribosomal protein S5	S5
RPS6	ribosomal protein S6	S6
RPS6KA1	ribosomal protein S6 kinase A1	RSK1, HU-1, p90Rsk, MAPKAPK1
RPS6KA2	ribosomal protein S6 kinase A2	RSK3, HU-2
RPS6KA3	ribosomal protein S6 kinase A3	RSK2, HU-3
RPS6KA4	ribosomal protein S6 kinase A4	RSK-B, MSK2
RPS6KA5	ribosomal protein S6 kinase A5	MSK1, RLPK
RPS6KA6	ribosomal protein S6 kinase A6	RSK4
RPS6KB1	ribosomal protein S6 kinase B1	S6K1, p70(S6K)-alpha, PS6K, S6K
RPS6KB2	ribosomal protein S6 kinase B2	p70S6Kb, P70-BETA, STK14B, KLS, S6KB, S6Kbeta, S6Kβ
RPS6KC1	ribosomal protein S6 kinase C1	humS6PKh1, RSKL1
RPS6KL1	ribosomal protein S6 kinase like 1	MGC11287, RSKL2
RPS7	ribosomal protein S7	S7, eS7
RPS8	ribosomal protein S8	S8
RPS9	ribosomal protein S9	S9
RPS10	ribosomal protein S10	MGC88819, S10
RPS11	ribosomal protein S11	S11
RPS12	ribosomal protein S12	S12
RPS13	ribosomal protein S13	S13
RPS14	ribosomal protein S14	EMTB, S14
RPS15	ribosomal protein S15	RIG, MGC111130, S15
RPS15A	ribosomal protein S15a	S15A
RPS16	ribosomal protein S16	S16
RPS17	ribosomal protein S17	RPS17L1, RPS17L2, MGC72007, S17
RPS18	ribosomal protein S18	KE3, KE-3, HKE3, S18
RPS19	ribosomal protein S19	DBA, S19, eS19
RPS19BP1	ribosomal protein S19 binding protein 1	MGC52010, FLJ21770
RPS20	ribosomal protein S20	S20, uS10
RPS21	ribosomal protein S21	S21
RPS23	ribosomal protein S23	S23, uS12
RPS24	ribosomal protein S24	S24, eS24
RPS25	ribosomal protein S25	S25
RPS26	ribosomal protein S26	S26, eS26
RPS27	ribosomal protein S27	MPS-1, MPS1, S27
RPS27A	ribosomal protein S27a	UBCEP80, Uba80, S27A
RPS27L	ribosomal protein S27 like	
RPS28	ribosomal protein S28	S28, eS28
RPS29	ribosomal protein S29	S29, uS14
RPSA	ribosomal protein SA	LRP, 37LRP, p40, SA
RPTN	repetin	FLJ39117
RPTOR	regulatory associated protein of MTOR complex 1	KOG1, Mip1, KIAA1303, raptor
RPUSD1	RNA pseudouridine synthase domain containing 1	RLUCL, MGC19600
RPUSD2	RNA pseudouridine synthase domain containing 2	C18B11, FLJ31409, PUS9
RPUSD3	RNA pseudouridine synthase D3	MGC29784
RPUSD4	RNA pseudouridine synthase D4	FLJ14494
RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	REM3, RAD
RRAGA	Ras related GTP binding A	RAGA, FIP-1
RRAGB	Ras related GTP binding B	
RRAGC	Ras related GTP binding C	GTR2, FLJ13311
RRAGD	Ras related GTP binding D	DKFZP761H171, bA11D8.2.1
RRAS	RAS related	R-Ras
RRAS2	RAS related 2	TC21
RRBP1	ribosome binding protein 1	ES/130, hES
RREB1	ras responsive element binding protein 1	HNT
RRH	retinal pigment epithelium-derived rhodopsin homolog	peropsin
RRM1	ribonucleotide reductase catalytic subunit M1	
RRM2	ribonucleotide reductase regulatory subunit M2	FLJ25102
RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B	p53R2
RRN3	RRN3 homolog, RNA polymerase I transcription factor	DKFZp566E104, TIF-IA
RRNAD1	ribosomal RNA adenine dimethylase domain containing 1	CGI-41, METTL25B
RRP1	ribosomal RNA processing 1	NNP-1, Nop52, NOP52, RRP1A, D21S2056E
RRP1B	ribosomal RNA processing 1B	Nnp1, RRP1, PPP1R136
RRP7A	ribosomal RNA processing 7 homolog A	CGI-96, Rrp7
RRP8	ribosomal RNA processing 8	NML
RRP9	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein	U3-55K
RRP12	ribosomal RNA processing 12 homolog	
RRP15	ribosomal RNA processing 15 homolog	CGI-115
RRP36	ribosomal RNA processing 36	dJ20C7.4
RRS1	ribosome biogenesis regulator 1 homolog	KIAA0112
RS1	retinoschisin 1	XLRS1
RSAD1	radical S-adenosyl methionine domain containing 1	FLJ11164, HemW
RSAD2	radical S-adenosyl methionine domain containing 2	cig5, viperin, vig1
RSBN1	round spermatid basic protein 1	FLJ11220, ROSBIN
RSBN1L	round spermatid basic protein 1 like	FLJ42526, FLJ45813, MGC71764
RSC1A1	regulator of solute carriers 1	RS1
RSF1	remodeling and spacing factor 1	XAP8, RSF-1, p325
RSKR	ribosomal protein S6 kinase related	FLJ25006, SgK494
RSL1D1	ribosomal L1 domain containing 1	PBK1, L12, DKFZP564M182, CSIG, UTP30
RSL24D1	ribosomal L24 domain containing 1	HRP-L30-iso, L30, RPL24L, RPL24
RSPH1	radial spoke head component 1	FLJ32753, RSP44, RSPH10A, CILD24
RSPH3	radial spoke head 3	dJ111C20.1, RSP3
RSPH4A	radial spoke head component 4A	dJ412I7.1, FLJ37974, RSPH6B, CILD11
RSPH6A	radial spoke head 6 homolog A	RSP4, RSP6, RSPH4B
RSPH9	radial spoke head component 9	FLJ30845, CILD12
RSPH10B	radial spoke head 10 homolog B	
RSPH10B2	radial spoke head 10 homolog B2	
RSPH14	radial spoke head 14 homolog	
RSPO1	R-spondin 1	FLJ40906, RSPONDIN
RSPO2	R-spondin 2	MGC35555
RSPO3	R-spondin 3	FLJ14440
RSPO4	R-spondin 4	dJ824F16.3
RSPRY1	ring finger and SPRY domain containing 1	KIAA1972
RSRC1	arginine and serine rich coiled-coil 1	MGC12197, BM-011, SRrp53, SFRS21
RSRC2	arginine and serine rich coiled-coil 2	FLJ11021
RSRP1	arginine and serine rich protein 1	DJ465N24.2.1
RSU1	Ras suppressor protein 1	RSP-1, FLJ31034
RTBDN	retbindin	FLJ36353
RTCA	RNA 3'-terminal phosphate cyclase	RPC, RTC1
RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase	HSPC117, FAAP
RTEL1	regulator of telomere elongation helicase 1	bK3184A7.3, NHL, DKFZP434C013, KIAA1088, RTEL
RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	
RTF2	replication termination factor 2	HSPC164, CDAO5
RTKN	rhotekin	B5
RTKN2	rhotekin 2	Em:AC024597.2, bA531F24.1, FLJ39352
RTL1	retrotransposon Gag like 1	PEG11, MART1, Mar1, SIRH2, HUR1
RTL3	retrotransposon Gag like 3	FLJ38865, Mar3, Mart3, ZHC5, SIRH9
RTL4	retrotransposon Gag like 4	Mart4, Mar4, FLJ46608, SIRH11
RTL5	retrotransposon Gag like 5	KIAA2001, Mar5, Mart5, SIRH8
RTL6	retrotransposon Gag like 6	dJ1033E15.2, DKFZp761O17121, Mart6, Mar6, SIRH3
RTL8A	retrotransposon Gag like 8A	DKFZP564B147, MAR8A, CXX1b, SIRH6
RTL8B	retrotransposon Gag like 8B	MAR8B, CXX1c, SIRH4
RTL8C	retrotransposon Gag like 8C	Mart8, Mar8, MAR8C, SIRH5
RTL9	retrotransposon Gag like 9	KIAA1318, Mart9, Mar9, SIRH10
RTL10	retrotransposon Gag like 10	FLJ21125, BOP
RTN1	reticulon 1	
RTN2	reticulon 2	NSP2, NSPL1
RTN3	reticulon 3	NSPL2, NSPLII, ASYIP, HAP, RTN3-A1
RTN4	reticulon 4	NSP-CL, KIAA0886, NOGO, ASY
RTN4IP1	reticulon 4 interacting protein 1	NIMP
RTN4R	reticulon 4 receptor	NOGOR
RTN4RL1	reticulon 4 receptor like 1	NGRH2, NgR3, DKFZp547J144
RTN4RL2	reticulon 4 receptor like 2	NgR2, NGRH1
RTP1	receptor transporter protein 1	MGC35450, Z3CXXC1
RTP2	receptor transporter protein 2	MGC78665, Z3CXXC2
RTP3	receptor transporter protein 3	LTM1, Z3CXXC3
RTP4	receptor transporter protein 4	IFRG28, Z3CXXC4
RTP5	receptor transporter protein 5 (putative)	FLJ33590, Z3CXXC5
RTRAF	RNA transcription, translation and transport factor	CGI-99, RLLM1, CLE, CLE7, LCRP369, hCLE1
RTTN	rotatin	DKFZP434G145
RUBCN	rubicon autophagy regulator	rubicon, rundataxin
RUBCNL	rubicon like autophagy enhancer	FLJ21562, PACER
RUFY1	RUN and FYVE domain containing 1	FLJ22251, ZFYVE12, RABIP4
RUFY2	RUN and FYVE domain containing 2	RABIP4R, FLJ10063, KIAA1537, ZFYVE13
RUFY3	RUN and FYVE domain containing 3	RIPx, KIAA0871, Singar1, ZFYVE30
RUFY4	RUN and FYVE domain containing 4	FLJ46536, ZFYVE31
RUNDC1	RUN domain containing 1	DKFZp761H0421
RUNDC3A	RUN domain containing 3A	RPIP8, RAP2IP
RUNDC3B	RUN domain containing 3B	RPIP9, RPIB9
RUNX1	RUNX family transcription factor 1	PEBP2A2, AMLCR1
RUNX1T1	RUNX1 partner transcriptional co-repressor 1	CDR, ETO, MTG8, ZMYND2
RUNX2	RUNX family transcription factor 2	AML3, PEBP2A1, PEBP2aA1
RUNX3	RUNX family transcription factor 3	AML2, PEBP2A3
RUSC1	RUN and SH3 domain containing 1	NESCA
RUSC2	RUN and SH3 domain containing 2	KIAA0375
RUVBL1	RuvB like AAA ATPase 1	TIP49, NMP238, RVB1, TIP49a, Pontin52, ECP54, TIH1, Rvb1, INO80H
RUVBL2	RuvB like AAA ATPase 2	RVB2, TIP48, TIP49b, Reptin52, ECP51, TIH2, INO80J, Rvb2
RWDD1	RWD domain containing 1	PTD013
RWDD2A	RWD domain containing 2A	MGC13523, dJ747H23.2
RWDD2B	RWD domain containing 2B	GL011
RWDD3	RWD domain containing 3	DKFZP566K023, RSUME
RWDD4	RWD domain containing 4	MGC10198
RXFP1	relaxin family peptide receptor 1	RXFPR1
RXFP2	relaxin family peptide receptor 2	GREAT, GPR106, INSL3R, RXFPR2
RXFP3	relaxin family peptide receptor 3	SALPR, GPCR135, RXFPR3
RXFP4	relaxin family peptide/INSL5 receptor 4	GPCR142, RXFPR4
RXRA	retinoid X receptor alpha	NR2B1
RXRB	retinoid X receptor beta	NR2B2, H-2RIIBP, RCoR-1
RXRG	retinoid X receptor gamma	NR2B3
RXYLT1	ribitol xylosyltransferase 1	HP10481
RYBP	RING1 and YY1 binding protein	YEAF1, AAP1, DEDAF
RYK	receptor like tyrosine kinase	D3S3195, RYK1, JTK5
RYR1	ryanodine receptor 1	RYR, PPP1R137
RYR2	ryanodine receptor 2	ARVC2, VTSIP
RYR3	ryanodine receptor 3	
S1PR1	sphingosine-1-phosphate receptor 1	edg-1, D1S3362, CD363
S1PR2	sphingosine-1-phosphate receptor 2	Gpcr13, H218, AGR16
S1PR3	sphingosine-1-phosphate receptor 3	EDG-3
S1PR4	sphingosine-1-phosphate receptor 4	
S1PR5	sphingosine-1-phosphate receptor 5	Edg-8
S100A1	S100 calcium binding protein A1	S100-alpha
S100A2	S100 calcium binding protein A2	CAN19
S100A3	S100 calcium binding protein A3	
S100A4	S100 calcium binding protein A4	P9KA, 18A2, PEL98, 42A, FSP1
S100A5	S100 calcium binding protein A5	
S100A6	S100 calcium binding protein A6	2A9, PRA, CABP
